SALESORDERID,CREATEDBY,CREATEDAT,CHANGEDBY,CHANGEDAT,FISCVARIANT,FISCALYEARPERIOD,PARTNERID,SALESORG,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,SALESORDERITEM,PRODUCTID,NOTEID,ITEMATPSTATUS,OPITEMPOS,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITYUNIT,QUANTITY,DELIVERYDATE
300000068,6,20160424,6,20160426,K4,2016004,100000010,EMEA,C,C,C,30,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,6,20160706
300000068,6,20160424,6,20160426,K4,2016004,100000010,EMEA,C,C,C,40,BX-1012, ,I,,USD,359.1,314.2125,44.8875,EA,5,20160706
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,10,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,10,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,20,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,9,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,30,HB-1174, ,I,,USD,341.1,298.4625,42.6375,EA,10,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,40,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,4,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,50,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,10,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,60,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,10,20160618
300000069,2,20160426,2,20160430,K4,2016004,100000009,EMEA,C,C,C,70,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,5,20160618
300000070,9,20160427,9,20160502,K4,2016004,100000034,AMER,C,C,C,10,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,9,20160617
300000070,9,20160427,9,20160502,K4,2016004,100000034,AMER,C,C,C,20,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,3,20160617
300000070,9,20160427,9,20160502,K4,2016004,100000034,AMER,C,C,C,30,RO-1003, ,I,,USD,648.9,567.7875,81.1125,EA,4,20160617
300000070,9,20160427,9,20160502,K4,2016004,100000034,AMER,C,C,C,40,BX-1012, ,I,,USD,359.1,314.2125,44.8875,EA,4,20160617
300000070,9,20160427,9,20160502,K4,2016004,100000034,AMER,C,C,C,50,HB-1174, ,I,,USD,341.1,298.4625,42.6375,EA,10,20160617
300000071,4,20160427,4,20160429,K4,2016004,100000023,APJ,C,C,C,10,CC-1022, ,I,,USD,1080,945,135,EA,7,20160622
300000071,4,20160427,4,20160429,K4,2016004,100000023,APJ,C,C,C,20,HB-1175, ,I,,USD,809.1,707.9625,101.1375,EA,6,20160622
300000071,4,20160427,4,20160429,K4,2016004,100000023,APJ,C,C,C,30,BX-1011, ,I,,USD,224.1,196.0875,28.0125,EA,6,20160622
300000071,4,20160427,4,20160429,K4,2016004,100000023,APJ,C,C,C,40,CB-1161, ,I,,USD,359.1,314.2125,44.8875,EA,5,20160622
300000071,4,20160427,4,20160429,K4,2016004,100000023,APJ,C,C,C,50,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,3,20160622
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,10,CB-1161, ,I,,USD,359.1,314.2125,44.8875,EA,6,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,20,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,3,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,2,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,40,EB-1137, ,I,,USD,7110,6221.25,888.75,EA,7,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,50,RC-1057, ,I,,USD,4499.1,3936.7125,562.3875,EA,8,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,60,CB-1163, ,I,,USD,259.2,226.8,32.4,EA,4,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,70,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,10,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,80,BX-1012, ,I,,USD,359.1,314.2125,44.8875,EA,7,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,90,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,8,20160709
300000072,5,20160427,5,20160428,K4,2016004,100000021,APJ,C,C,C,100,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,2,20160709
300000073,8,20160428,8,20160430,K4,2016004,100000006,EMEA,C,C,C,10,HB-1175, ,I,,USD,809.1,707.9625,101.1375,EA,9,20160621
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,10,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,10,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,20,RC-1051, ,I,,USD,2249.1,1967.9625,281.1375,EA,2,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,1,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,40,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,3,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,50,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,2,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,60,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,3,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,70,RC-1052, ,I,,USD,3599.1,3149.2125,449.8875,EA,7,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,80,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,9,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,90,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,8,20160716
300000074,6,20160501,6,20160503,K4,2016005,100000028,EMEA,C,C,C,100,CC-1021, ,I,,USD,1029.6,900.9,128.7,EA,1,20160716
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,10,EB-1137, ,I,,USD,7110,6221.25,888.75,EA,6,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,20,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,1,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,30,EB-1137, ,I,,USD,7110,6221.25,888.75,EA,2,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,40,BX-1014, ,I,,USD,719.1,629.2125,89.8875,EA,8,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,50,HB-1175, ,I,,USD,809.1,707.9625,101.1375,EA,6,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,60,MB-1032, ,I,,USD,1169.1,1022.9625,146.1375,EA,10,20160627
300000075,5,20160504,5,20160507,K4,2016005,100000015,APJ,C,C,C,70,MB-1032, ,I,,USD,1169.1,1022.9625,146.1375,EA,7,20160627
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,10,EB-1131, ,I,,USD,1350,1181.25,168.75,EA,10,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,20,EB-1131, ,I,,USD,1350,1181.25,168.75,EA,3,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,30,EB-1134, ,I,,USD,4320,3780,540,EA,4,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,40,EB-1131, ,I,,USD,1350,1181.25,168.75,EA,10,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,50,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,3,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,60,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,6,20160701
300000076,1,20160506,1,20160511,K4,2016005,100000033,AMER,C,C,C,70,DB-1081, ,I,,USD,1349.1,1180.4625,168.6375,EA,5,20160701
300000077,4,20160506,4,20160508,K4,2016005,100000017,APJ,C,C,C,10,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,3,20160708
300000077,4,20160506,4,20160508,K4,2016005,100000017,APJ,C,C,C,20,EB-1135, ,I,,USD,2700,2362.5,337.5,EA,6,20160708
300000077,4,20160506,4,20160508,K4,2016005,100000017,APJ,C,C,C,30,BX-1012, ,I,,USD,359.1,314.2125,44.8875,EA,10,20160708
300000077,4,20160506,4,20160508,K4,2016005,100000017,APJ,C,C,C,40,RC-1051, ,I,,USD,2249.1,1967.9625,281.1375,EA,1,20160708
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,10,DB-1082, ,I,,USD,1125,984.375,140.625,EA,8,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,20,RO-1003, ,I,,USD,648.9,567.7875,81.1125,EA,6,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,30,CB-1163, ,I,,USD,259.2,226.8,32.4,EA,5,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,40,RO-1002, ,I,,USD,620.1,542.5875,77.5125,EA,5,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,50,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,9,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,60,CC-1022, ,I,,USD,1080,945,135,EA,4,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,70,EB-1137, ,I,,USD,7110,6221.25,888.75,EA,1,20160718
300000078,10,20160509,10,20160511,K4,2016005,100000001,AMER,C,C,C,80,EB-1137, ,I,,USD,7110,6221.25,888.75,EA,1,20160718
300000079,1,20160511,1,20160516,K4,2016005,100000032,AMER,C,C,C,10,RC-1054, ,I,,USD,4949.1,4330.4625,618.6375,EA,6,20160713
300000079,1,20160511,1,20160516,K4,2016005,100000032,AMER,C,C,C,20,CC-1022, ,I,,USD,1080,945,135,EA,5,20160713
300000079,1,20160511,1,20160516,K4,2016005,100000032,AMER,C,C,C,30,RC-1055, ,I,,USD,1799.1,1574.2125,224.8875,EA,8,20160713
300000079,1,20160511,1,20160516,K4,2016005,100000032,AMER,C,C,C,40,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,4,20160713
300000079,1,20160511,1,20160516,K4,2016005,100000032,AMER,C,C,C,50,HB-1172, ,I,,USD,719.1,629.2125,89.8875,EA,2,20160713
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,10,CC-1022, ,I,,USD,1080,945,135,EA,6,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,20,EB-1131, ,I,,USD,1350,1181.25,168.75,EA,6,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,30,RC-1055, ,I,,USD,1799.1,1574.2125,224.8875,EA,5,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,40,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,9,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,50,MB-1034, ,I,,USD,2249.1,1967.9625,281.1375,EA,1,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,60,HB-1171, ,I,,USD,629.1,550.4625,78.6375,EA,8,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,70,CB-1162, ,I,,USD,360,315,45,EA,9,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,80,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,2,20160703
300000080,13,20160513,13,20160517,K4,2016005,100000004,AMER,C,C,C,90,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,5,20160703
300000081,1,20160516,1,20160519,K4,2016005,100000032,AMER,C,C,C,10,HB-1172, ,I,,USD,719.1,629.2125,89.8875,EA,5,20160708
300000081,1,20160516,1,20160519,K4,2016005,100000032,AMER,C,C,C,20,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,9,20160708
300000081,1,20160516,1,20160519,K4,2016005,100000032,AMER,C,C,C,30,BX-1016, ,I,,USD,287.1,251.2125,35.8875,EA,3,20160708
300000081,1,20160516,1,20160519,K4,2016005,100000032,AMER,C,C,C,40,CB-1161, ,I,,USD,359.1,314.2125,44.8875,EA,7,20160708
300000082,3,20160519,3,20160522,K4,2016005,100000012,EMEA,C,C,C,10,RC-1052, ,I,,USD,3599.1,3149.2125,449.8875,EA,1,20160712
300000082,3,20160519,3,20160522,K4,2016005,100000012,EMEA,C,C,C,20,DB-1083, ,I,,USD,1079.1,944.2125,134.8875,EA,6,20160712
300000082,3,20160519,3,20160522,K4,2016005,100000012,EMEA,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,4,20160712
300000083,3,20160519,3,20160523,K4,2016005,100000035,EMEA,C,C,C,10,RO-1002, ,I,,USD,620.1,542.5875,77.5125,EA,8,20160709
300000083,3,20160519,3,20160523,K4,2016005,100000035,EMEA,C,C,C,20,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,10,20160709
300000083,3,20160519,3,20160523,K4,2016005,100000035,EMEA,C,C,C,30,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,4,20160709
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,10,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,1,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,20,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,1,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,10,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,40,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,7,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,50,RO-1001, ,I,,USD,472.5,413.4375,59.0625,EA,8,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,60,RC-1057, ,I,,USD,4499.1,3936.7125,562.3875,EA,2,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,70,DB-1083, ,I,,USD,1079.1,944.2125,134.8875,EA,2,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,80,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,2,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,90,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,8,20160720
300000084,6,20160519,6,20160523,K4,2016005,100000027,EMEA,C,C,C,100,RC-1054, ,I,,USD,4949.1,4330.4625,618.6375,EA,4,20160720
300000085,10,20160521,10,20160525,K4,2016005,100000002,AMER,C,C,C,10,CC-1022, ,I,,USD,1080,945,135,EA,8,20160729
300000085,10,20160521,10,20160525,K4,2016005,100000002,AMER,C,C,C,20,HB-1174, ,I,,USD,341.1,298.4625,42.6375,EA,1,20160729
300000085,10,20160521,10,20160525,K4,2016005,100000002,AMER,C,C,C,30,EB-1134, ,I,,USD,4320,3780,540,EA,7,20160729
300000085,10,20160521,10,20160525,K4,2016005,100000002,AMER,C,C,C,40,BX-1014, ,I,,USD,719.1,629.2125,89.8875,EA,6,20160729
300000086,14,20160523,14,20160524,K4,2016005,100000004,AMER,C,C,C,10,RC-1052, ,I,,USD,3599.1,3149.2125,449.8875,EA,4,20160715
300000086,14,20160523,14,20160524,K4,2016005,100000004,AMER,C,C,C,20,RO-1001, ,I,,USD,472.5,413.4375,59.0625,EA,10,20160715
300000086,14,20160523,14,20160524,K4,2016005,100000004,AMER,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,1,20160715
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,10,EB-1134, ,I,,USD,4320,3780,540,EA,5,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,20,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,10,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,30,BX-1011, ,I,,USD,224.1,196.0875,28.0125,EA,3,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,40,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,1,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,50,RO-1002, ,I,,USD,620.1,542.5875,77.5125,EA,2,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,60,BX-1014, ,I,,USD,719.1,629.2125,89.8875,EA,1,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,70,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,6,20160801
300000087,3,20160525,3,20160526,K4,2016005,100000029,EMEA,C,C,C,80,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,1,20160801
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,10,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,8,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,20,EB-1136, ,I,,USD,4500,3937.5,562.5,EA,4,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,30,CB-1163, ,I,,USD,259.2,226.8,32.4,EA,2,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,40,CB-1162, ,I,,USD,360,315,45,EA,7,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,50,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,10,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,60,DB-1081, ,I,,USD,1349.1,1180.4625,168.6375,EA,10,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,70,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,8,20160730
300000088,10,20160528,10,20160602,K4,2016005,100000002,AMER,C,C,C,80,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,1,20160730
300000089,13,20160530,13,20160603,K4,2016005,100000033,AMER,C,C,C,10,RC-1055, ,I,,USD,1799.1,1574.2125,224.8875,EA,6,20160808
300000089,13,20160530,13,20160603,K4,2016005,100000033,AMER,C,C,C,20,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,2,20160808
300000089,13,20160530,13,20160603,K4,2016005,100000033,AMER,C,C,C,30,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,10,20160808
300000090,10,20160601,10,20160603,K4,2016006,100000001,AMER,C,C,C,10,DB-1082, ,I,,USD,1125,984.375,140.625,EA,6,20160806
300000090,10,20160601,10,20160603,K4,2016006,100000001,AMER,C,C,C,20,RC-1053, ,I,,USD,4139.1,3621.7125,517.3875,EA,9,20160806
300000090,10,20160601,10,20160603,K4,2016006,100000001,AMER,C,C,C,30,RO-1003, ,I,,USD,648.9,567.7875,81.1125,EA,9,20160806
300000090,10,20160601,10,20160603,K4,2016006,100000001,AMER,C,C,C,40,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,7,20160806
300000090,10,20160601,10,20160603,K4,2016006,100000001,AMER,C,C,C,50,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,9,20160806
300000091,2,20160603,2,20160607,K4,2016006,100000035,EMEA,C,C,C,10,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,3,20160721
300000091,2,20160603,2,20160607,K4,2016006,100000035,EMEA,C,C,C,20,MB-1034, ,I,,USD,2249.1,1967.9625,281.1375,EA,9,20160721
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,10,HB-1175, ,I,,USD,809.1,707.9625,101.1375,EA,9,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,20,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,2,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,30,HB-1172, ,I,,USD,719.1,629.2125,89.8875,EA,8,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,40,MB-1031, ,I,,USD,584.1,511.0875,73.0125,EA,5,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,50,MB-1032, ,I,,USD,1169.1,1022.9625,146.1375,EA,1,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,60,DB-1081, ,I,,USD,1349.1,1180.4625,168.6375,EA,3,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,70,RC-1051, ,I,,USD,2249.1,1967.9625,281.1375,EA,4,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,80,BX-1012, ,I,,USD,359.1,314.2125,44.8875,EA,8,20160719
300000092,2,20160606,2,20160609,K4,2016006,100000037,EMEA,C,C,C,90,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,10,20160719
300000093,4,20160609,4,20160611,K4,2016006,100000020,APJ,C,C,C,10,HB-1174, ,I,,USD,341.1,298.4625,42.6375,EA,10,20160811
300000093,4,20160609,4,20160611,K4,2016006,100000020,APJ,C,C,C,20,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,8,20160811
300000093,4,20160609,4,20160611,K4,2016006,100000020,APJ,C,C,C,30,HB-1176, ,I,,USD,1079.1,944.2125,134.8875,EA,6,20160811
300000093,4,20160609,4,20160611,K4,2016006,100000020,APJ,C,C,C,40,DB-1083, ,I,,USD,1079.1,944.2125,134.8875,EA,7,20160811
300000093,4,20160609,4,20160611,K4,2016006,100000020,APJ,C,C,C,50,MB-1032, ,I,,USD,1169.1,1022.9625,146.1375,EA,3,20160811
300000094,4,20160609,4,20160613,K4,2016006,100000018,APJ,C,C,C,10,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,3,20160807
300000094,4,20160609,4,20160613,K4,2016006,100000018,APJ,C,C,C,20,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,10,20160807
300000095,8,20160612,8,20160617,K4,2016006,100000014,EMEA,C,C,C,10,BX-1016, ,I,,USD,287.1,251.2125,35.8875,EA,5,20160803
300000095,8,20160612,8,20160617,K4,2016006,100000014,EMEA,C,C,C,20,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,2,20160803
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,10,RC-1057, ,I,,USD,4499.1,3936.7125,562.3875,EA,7,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,20,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,2,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,30,RC-1057, ,I,,USD,4499.1,3936.7125,562.3875,EA,8,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,40,BX-1011, ,I,,USD,224.1,196.0875,28.0125,EA,7,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,50,BX-1011, ,I,,USD,224.1,196.0875,28.0125,EA,5,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,60,CB-1162, ,I,,USD,360,315,45,EA,4,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,70,RO-1001, ,I,,USD,472.5,413.4375,59.0625,EA,10,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,80,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,9,20160808
300000096,8,20160612,8,20160615,K4,2016006,100000029,EMEA,C,C,C,90,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,1,20160808
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,10,RC-1056, ,I,,USD,2249.1,1967.9625,281.1375,EA,5,20160822
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,20,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,8,20160822
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,30,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,5,20160822
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,40,MB-1031, ,I,,USD,584.1,511.0875,73.0125,EA,9,20160822
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,50,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,10,20160822
300000097,12,20160614,12,20160615,K4,2016006,100000032,AMER,C,C,C,60,HB-1171, ,I,,USD,629.1,550.4625,78.6375,EA,4,20160822
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,10,EB-1133, ,I,,USD,2025,1771.875,253.125,EA,10,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,20,MB-1033, ,I,,USD,3599.1,3149.2125,449.8875,EA,1,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,30,BX-1013, ,I,,USD,404.1,353.5875,50.5125,EA,9,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,40,BX-1015, ,I,,USD,269.1,235.4625,33.6375,EA,9,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,50,CB-1163, ,I,,USD,259.2,226.8,32.4,EA,3,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,60,RC-1051, ,I,,USD,2249.1,1967.9625,281.1375,EA,8,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,70,EB-1136, ,I,,USD,4500,3937.5,562.5,EA,8,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,80,EB-1132, ,I,,USD,1710,1496.25,213.75,EA,5,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,90,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,2,20160829
300000098,4,20160615,4,20160616,K4,2016006,100000024,APJ,C,C,C,100,HB-1173, ,I,,USD,584.1,511.0875,73.0125,EA,5,20160829
300000099,5,20160617,5,20160619,K4,2016006,100000015,APJ,C,C,C,10,CC-1023, ,I,,USD,1224.9,1071.7875,153.1125,EA,7,20160806
300000099,5,20160617,5,20160619,K4,2016006,100000015,APJ,C,C,C,20,EB-1135, ,I,,USD,2700,2362.5,337.5,EA,7,20160806
300000099,5,20160617,5,20160619,K4,2016006,100000015,APJ,C,C,C,30,CB-1162, ,I,,USD,360,315,45,EA,4,20160806
300000099,5,20160617,5,20160619,K4,2016006,100000015,APJ,C,C,C,40,CC-1021, ,I,,USD,1029.6,900.9,128.7,EA,8,20160806
